Date,Price
3/2/2021,13.3524
3/3/2021,12.7533
3/4/2021,12.3205
3/5/2021,12.4114
3/8/2021,11.5467
3/9/2021,12.4742
3/10/2021,12.4224
3/11/2021,12.9457
3/12/2021,12.8087
3/15/2021,13.1428
3/16/2021,13.2424
3/17/2021,13.2922
3/18/2021,12.6757
3/19/2021,12.7985
3/22/2021,13.1378
3/23/2021,13.0227
3/24/2021,12.5965
3/25/2021,12.4892
3/26/2021,12.7921
3/29/2021,12.9007
3/30/2021,12.8244
3/31/2021,13.2992
4/1/2021,13.761
4/5/2021,13.9361
4/6/2021,13.8106
4/7/2021,14.0915
4/8/2021,14.2644
4/9/2021,14.3471
4/12/2021,15.1531
4/13/2021,15.6219
4/14/2021,15.2209
4/15/2021,16.0779
4/16/2021,15.854
4/19/2021,15.3053
4/20/2021,15.1155
4/21/2021,15.304
4/22/2021,14.7957
4/23/2021,15.2091
4/26/2021,15.4211
4/27/2021,15.3252
4/28/2021,15.2206
4/29/2021,15.2684
4/30/2021,14.9543
5/3/2021,14.7822
5/4/2021,14.2985
5/5/2021,14.4054
5/6/2021,14.4696
5/7/2021,14.7578
5/10/2021,14.2133
5/11/2021,14.2537
5/12/2021,13.7079
5/13/2021,13.615
5/14/2021,14.1907
5/17/2021,14.1134
5/18/2021,13.9642
5/19/2021,14.0141
5/20/2021,14.5588
5/21/2021,14.9367
5/24/2021,15.5546
5/25/2021,15.5902
5/26/2021,15.6423
5/27/2021,15.4311
5/28/2021,16.1848
6/1/2021,16.2047
6/2/2021,16.7166
6/3/2021,16.9074
6/4/2021,17.5136
6/7/2021,17.5542
6/8/2021,17.3928
6/9/2021,17.2984
6/10/2021,17.3649
6/11/2021,17.7638
6/14/2021,17.9566
6/15/2021,17.7272
6/16/2021,17.7489
6/17/2021,18.5929
6/18/2021,18.5745
6/21/2021,18.3637
6/22/2021,18.8216
6/23/2021,18.9916
6/24/2021,19.1393
6/25/2021,18.9654
6/28/2021,19.9161
6/29/2021,19.9577
6/30/2021,19.9336
7/1/2021,20.1423
7/2/2021,20.4164
7/6/2021,20.6272
7/7/2021,20.3015
7/8/2021,19.8341
7/9/2021,19.9811
7/12/2021,20.4418
7/13/2021,20.1802
7/14/2021,19.7731
7/15/2021,18.9009
7/16/2021,18.0984
7/19/2021,18.715
7/20/2021,18.5478
7/21/2021,19.3431
7/22/2021,19.5265
7/23/2021,19.4906
7/26/2021,19.2275
7/27/2021,19.1418
7/28/2021,19.4358
7/29/2021,19.5942
7/30/2021,19.4318
8/2/2021,19.6819
8/3/2021,19.7467
8/4/2021,20.2041
8/5/2021,20.5659
8/6/2021,20.2958
8/9/2021,20.225
8/10/2021,19.8673
8/11/2021,19.6311
8/12/2021,19.8364
8/13/2021,20.1184
8/16/2021,19.8812
8/17/2021,19.3909
8/18/2021,18.9744
8/19/2021,19.7298
8/20/2021,20.7442
8/23/2021,21.8823
8/24/2021,21.7179
8/25/2021,22.1364
8/26/2021,21.9919
8/27/2021,22.558
8/30/2021,22.6098
8/31/2021,22.3118
9/1/2021,22.3676
9/2/2021,22.3227
9/3/2021,22.7683
9/7/2021,22.5879
9/8/2021,22.2659
9/9/2021,22.1045
9/10/2021,22.4045
9/13/2021,22.0795
9/14/2021,22.1692
9/15/2021,22.2679
9/16/2021,22.1692
9/17/2021,21.8284
9/20/2021,21.0439
9/21/2021,21.1765
9/22/2021,21.8692
9/23/2021,22.4085
9/24/2021,22.0088
9/27/2021,21.5891
9/28/2021,20.6313
9/29/2021,20.4499
9/30/2021,20.6482
10/1/2021,20.6741
10/4/2021,19.6675
10/5/2021,20.3841
10/6/2021,20.6323
10/7/2021,21.0061
10/8/2021,20.7629
10/11/2021,20.6273
10/12/2021,20.6034
10/13/2021,20.8705
10/14/2021,21.6749
10/15/2021,21.7905
10/18/2021,22.1493
10/19/2021,22.2171
10/20/2021,22.0307
10/21/2021,22.6178
10/22/2021,22.6517
10/25/2021,23.0902
10/26/2021,24.6361
10/27/2021,24.371
10/28/2021,24.8594
10/29/2021,25.4834
11/1/2021,25.7425
11/2/2021,26.3146
11/3/2021,26.511
11/4/2021,29.7035
11/5/2021,29.6547
11/8/2021,30.7032
11/9/2021,30.5567
11/10/2021,29.3626
11/11/2021,30.2906
11/12/2021,30.2906
11/15/2021,29.9268
11/16/2021,30.1042
11/17/2021,29.1653
11/18/2021,31.5714
11/19/2021,32.8771
11/22/2021,31.8515
11/23/2021,31.6422
11/24/2021,32.5671
11/26/2021,31.3999
11/29/2021,33.2668
11/30/2021,32.5691
12/1/2021,31.336
12/2/2021,32.0248
12/3/2021,30.5963
12/6/2021,29.9424
12/7/2021,32.3249
12/8/2021,31.7258
12/9/2021,30.394
12/10/2021,30.1029
12/13/2021,28.0723
12/14/2021,28.2478
12/15/2021,30.3631
12/16/2021,28.2976
12/17/2021,27.7134
12/20/2021,27.6317
12/21/2021,28.9834
12/22/2021,29.3074
12/23/2021,29.5467
12/27/2021,30.8475
12/28/2021,30.2265
12/29/2021,29.9065
12/30/2021,29.4928
12/31/2021,29.3184
1/3/2022,30.0261
1/4/2022,29.1978
1/5/2022,27.5171
1/6/2022,28.0893
1/7/2022,27.1612
1/10/2022,27.3137
1/11/2022,27.7294
1/12/2022,27.9108
1/13/2022,26.4913
1/14/2022,26.8572
1/18/2022,25.8214
1/19/2022,24.9881
